,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
40,0.002148,0.001807,0.002106,0.001696,0.002351,0.001942,0.001637,0.001415,0.001578,0.001712,0.001155,0.001474,0.001435,0.001221,0.001475,0.001262,0.001340,0.001214,0.001242,0.001098,0.001254,0.001290,0.001013,0.001006,0.001458,0.001116,0.000866,0.001211,0.000900,0.000957,0.000991,0.001188,0.001073,0.001126,0.000981,0.001059,0.000752,0.000848,0.000832,0.000904,0.000913,0.000792,0.000874,0.001091,0.000740,0.000686,0.000655,0.000937,0.000753,0.000931,0.000773,0.000836,0.000708,0.000675,0.000590,0.000598,0.000718,0.000530,0.000647,0.000631,0.000554,0.000463,0.000424,0.000551,0.000477,0.000608,0.000263,0.000469,0.000223
41,0.002235,0.002340,0.001820,0.002005,0.002333,0.001778,0.001750,0.001933,0.001398,0.001146,0.001653,0.001756,0.001782,0.001695,0.001400,0.001242,0.001365,0.001441,0.001727,0.001316,0.001472,0.001256,0.001344,0.001163,0.001153,0.001323,0.000613,0.001248,0.001093,0.001073,0.001125,0.001109,0.001054,0.000799,0.001024,0.001187,0.000840,0.001227,0.001024,0.000909,0.000921,0.001153,0.000973,0.000753,0.001227,0.000719,0.000763,0.001051,0.000865,0.000646,0.000719,0.000735,0.000964,0.000817,0.000799,0.000604,0.000644,0.000476,0.000462,0.000673,0.000692,0.000566,0.000510,0.000473,0.000563,0.000437,0.000673,0.000348,0.000466
42,0.002576,0.002832,0.002100,0.002267,0.002311,0.002361,0.002457,0.001619,0.001735,0.002079,0.001661,0.001818,0.001803,0.001646,0.001692,0.001634,0.001423,0.001517,0.001181,0.001287,0.001418,0.001575,0.001358,0.001420,0.001040,0.001036,0.000972,0.001287,0.001179,0.001045,0.001197,0.001222,0.001345,0.001341,0.001327,0.001087,0.001105,0.001079,0.001027,0.001021,0.001025,0.000858,0.001008,0.001092,0.001167,0.001128,0.001284,0.000860,0.000884,0.000884,0.000878,0.000964,0.000903,0.000778,0.000846,0.000922,0.000788,0.000875,0.000645,0.000646,0.000604,0.000719,0.000528,0.000675,0.000538,0.000470,0.000607,0.000475,0.000605
43,0.002846,0.002686,0.002623,0.002078,0.001993,0.001899,0.001909,0.002421,0.001551,0.002085,0.001633,0.002467,0.002114,0.001666,0.001906,0.001826,0.001582,0.001835,0.001618,0.001564,0.001467,0.001395,0.001554,0.001458,0.001422,0.001370,0.001395,0.001372,0.001194,0.001257,0.001420,0.001319,0.001150,0.001298,0.001122,0.001160,0.001334,0.001064,0.001138,0.001224,0.001197,0.001338,0.001016,0.001007,0.001152,0.001247,0.001090,0.001151,0.001225,0.000865,0.000957,0.000911,0.000871,0.000798,0.000726,0.001004,0.000842,0.000800,0.000589,0.000717,0.000485,0.000711,0.000699,0.000623,0.000468,0.000481,0.000536,0.000620,0.000402
44,0.002996,0.002421,0.002533,0.002875,0.002054,0.002935,0.002282,0.002605,0.002385,0.001675,0.002449,0.002128,0.002332,0.002191,0.002087,0.002038,0.002144,0.001684,0.001677,0.001693,0.002000,0.001805,0.001778,0.001604,0.001385,0.001656,0.001382,0.001305,0.001871,0.001448,0.001511,0.001271,0.001442,0.001224,0.001111,0.001411,0.001541,0.001458,0.001104,0.001136,0.001282,0.001491,0.001260,0.001276,0.001531,0.001335,0.001248,0.001230,0.001172,0.001244,0.001354,0.001137,0.001119,0.001215,0.000881,0.000956,0.000764,0.000854,0.000917,0.000616,0.000883,0.000855,0.000690,0.000661,0.000829,0.000713,0.000631,0.000619,0.000737
45,0.003504,0.003085,0.002293,0.003424,0.002854,0.002631,0.002933,0.002579,0.002374,0.002030,0.002475,0.002033,0.002253,0.002392,0.001752,0.002486,0.001856,0.001905,0.001398,0.001778,0.001925,0.002339,0.002170,0.001651,0.001830,0.002015,0.001747,0.001393,0.001740,0.002123,0.001351,0.001437,0.001721,0.001494,0.001611,0.001681,0.001919,0.001542,0.001416,0.001349,0.001514,0.001458,0.001178,0.001221,0.001197,0.001756,0.001583,0.001094,0.001292,0.001368,0.001073,0.001031,0.001332,0.000780,0.001230,0.000812,0.000971,0.000951,0.000987,0.000698,0.000979,0.000831,0.000881,0.000889,0.000737,0.000872,0.000759,0.000611,0.000889
46,0.003054,0.003731,0.003449,0.002135,0.003241,0.002912,0.003077,0.002224,0.002681,0.002400,0.002257,0.002639,0.002802,0.002316,0.001882,0.002111,0.002303,0.002405,0.002354,0.001940,0.001963,0.002317,0.002162,0.002093,0.002008,0.001537,0.001984,0.001531,0.002087,0.002201,0.001757,0.001728,0.001514,0.001449,0.001374,0.001808,0.001495,0.001568,0.001774,0.001683,0.001697,0.001314,0.001537,0.001356,0.001380,0.001378,0.001234,0.001282,0.001196,0.001373,0.001076,0.001340,0.001365,0.001202,0.001043,0.001228,0.001031,0.000952,0.001136,0.000920,0.001041,0.001081,0.000858,0.000846,0.000729,0.000892,0.000931,0.000739,0.000693
47,0.004025,0.004100,0.003381,0.003377,0.003198,0.003948,0.003301,0.003000,0.003006,0.002489,0.002731,0.002545,0.002159,0.002606,0.002807,0.002364,0.002223,0.002224,0.002587,0.002486,0.002750,0.002489,0.002295,0.002627,0.002174,0.001863,0.001905,0.002201,0.002231,0.001863,0.002105,0.001909,0.001831,0.001796,0.001904,0.001772,0.001184,0.001759,0.001769,0.001627,0.001499,0.001515,0.001556,0.002074,0.001694,0.001956,0.001443,0.001605,0.001307,0.001458,0.001275,0.001036,0.001720,0.001512,0.001111,0.001484,0.001573,0.000961,0.000964,0.001208,0.001081,0.001066,0.001183,0.001037,0.000887,0.000941,0.000698,0.000736,0.001079
48,0.003947,0.003837,0.003859,0.003866,0.003138,0.003262,0.003933,0.003117,0.003777,0.003510,0.002963,0.002703,0.002956,0.003173,0.002801,0.002485,0.002816,0.002554,0.002701,0.003139,0.002918,0.002603,0.002389,0.002221,0.002141,0.002497,0.002703,0.001946,0.002596,0.002342,0.002611,0.002057,0.002357,0.001985,0.002208,0.002086,0.002122,0.001744,0.001999,0.001971,0.001927,0.001525,0.001953,0.001881,0.001684,0.001857,0.001626,0.001852,0.001856,0.001473,0.001140,0.001675,0.001603,0.001681,0.001736,0.001220,0.001184,0.001191,0.001293,0.001382,0.001187,0.001426,0.001182,0.001118,0.000957,0.001051,0.001137,0.000806,0.000894
49,0.004454,0.004653,0.003964,0.004073,0.004021,0.004625,0.003900,0.003348,0.003617,0.003563,0.002951,0.003512,0.003123,0.003341,0.003687,0.003098,0.002588,0.002756,0.002913,0.002889,0.003069,0.003088,0.003259,0.002679,0.002225,0.002539,0.002098,0.002075,0.002188,0.002223,0.002583,0.002412,0.002010,0.001893,0.002170,0.002292,0.002193,0.001954,0.001965,0.002242,0.002440,0.001973,0.001880,0.001958,0.001905,0.001669,0.001707,0.002052,0.001940,0.001983,0.001969,0.001644,0.001716,0.001348,0.001624,0.001682,0.001585,0.001501,0.001582,0.001353,0.001198,0.001432,0.001241,0.001267,0.001293,0.001149,0.001109,0.001119,0.001184
50,0.004926,0.005130,0.004845,0.004414,0.004801,0.004876,0.004195,0.004184,0.003708,0.003651,0.003845,0.003708,0.003487,0.003746,0.003346,0.003696,0.003559,0.003216,0.003305,0.003605,0.003056,0.003739,0.003283,0.002797,0.002686,0.002834,0.002691,0.002695,0.002293,0.002948,0.002489,0.002669,0.002727,0.002656,0.002826,0.001875,0.002019,0.002049,0.002655,0.002119,0.002607,0.002336,0.002556,0.002010,0.002111,0.001874,0.002075,0.002155,0.001883,0.001643,0.001887,0.001892,0.002007,0.001838,0.001937,0.002145,0.001891,0.001712,0.001162,0.001526,0.001801,0.001276,0.001429,0.001222,0.001114,0.001275,0.001433,0.001531,0.001118
51,0.005863,0.005301,0.004983,0.005160,0.004518,0.004671,0.003566,0.004535,0.004325,0.003359,0.003708,0.003819,0.003657,0.003881,0.003245,0.003473,0.003706,0.003048,0.003912,0.003859,0.003398,0.002989,0.003007,0.003502,0.003066,0.003014,0.003432,0.003052,0.002816,0.002642,0.002880,0.002547,0.003064,0.002868,0.003311,0.002889,0.001830,0.002254,0.002458,0.002636,0.002465,0.002255,0.002525,0.002589,0.002455,0.002264,0.002290,0.002390,0.002185,0.002371,0.002074,0.002017,0.001793,0.001848,0.001620,0.001431,0.001919,0.001837,0.001583,0.001739,0.001558,0.001366,0.001807,0.001411,0.001490,0.001468,0.001333,0.001373,0.001379
52,0.005725,0.005441,0.005803,0.005182,0.005123,0.005116,0.005145,0.004394,0.004550,0.004888,0.004127,0.004043,0.004712,0.004056,0.003862,0.003679,0.004405,0.003938,0.004029,0.003855,0.003454,0.003413,0.003773,0.003356,0.003671,0.003082,0.003063,0.002346,0.003649,0.003497,0.002995,0.002628,0.003199,0.002555,0.002517,0.003017,0.002774,0.002754,0.002851,0.002262,0.002820,0.002772,0.002584,0.002338,0.002300,0.002594,0.002111,0.002408,0.002243,0.002377,0.002201,0.001942,0.002043,0.002539,0.002014,0.001645,0.002142,0.001980,0.001818,0.001580,0.001563,0.001779,0.001514,0.001660,0.001407,0.001711,0.001244,0.001318,0.001539
53,0.006798,0.005942,0.005593,0.006457,0.005902,0.005614,0.006130,0.005221,0.004891,0.004680,0.004577,0.004738,0.004851,0.004866,0.004125,0.004292,0.004628,0.003908,0.004492,0.004138,0.004634,0.004670,0.004512,0.003867,0.003737,0.003663,0.004063,0.003565,0.004215,0.003534,0.003378,0.002770,0.003265,0.003057,0.002804,0.002687,0.002876,0.002533,0.002560,0.002682,0.002705,0.002789,0.003360,0.002596,0.002798,0.002549,0.002798,0.002589,0.002565,0.002518,0.002815,0.002533,0.002460,0.002029,0.002174,0.002080,0.002253,0.002069,0.002020,0.002152,0.002160,0.001966,0.001831,0.001795,0.001689,0.001886,0.001427,0.001644,0.001724
54,0.007673,0.007095,0.006949,0.006936,0.006192,0.005667,0.005906,0.005835,0.005331,0.005535,0.005042,0.005759,0.005024,0.005282,0.003934,0.005549,0.004898,0.004045,0.004696,0.005407,0.004846,0.004424,0.004032,0.004277,0.003910,0.003971,0.003936,0.004602,0.004070,0.004211,0.003764,0.002825,0.003732,0.003542,0.003438,0.002817,0.002595,0.003776,0.003105,0.002906,0.003006,0.003087,0.002688,0.003209,0.002856,0.003040,0.002957,0.003010,0.003069,0.002577,0.002367,0.002723,0.002824,0.002303,0.002202,0.002119,0.002616,0.002119,0.002268,0.002172,0.002720,0.002111,0.002108,0.002120,0.002026,0.001947,0.002012,0.001684,0.001632
55,0.008368,0.006700,0.006984,0.006428,0.006669,0.007820,0.006255,0.006527,0.005657,0.006311,0.006154,0.006310,0.005335,0.005370,0.005496,0.004988,0.005630,0.005085,0.005345,0.005103,0.005630,0.005433,0.004672,0.004401,0.004434,0.004421,0.004026,0.004432,0.003717,0.004525,0.003911,0.004155,0.003974,0.004234,0.003513,0.003566,0.003310,0.003453,0.003221,0.002790,0.003365,0.003533,0.003250,0.003013,0.002928,0.003685,0.003476,0.003092,0.003590,0.002919,0.002777,0.002788,0.002996,0.002729,0.003094,0.002648,0.002190,0.002888,0.002849,0.002959,0.002350,0.002181,0.002515,0.002374,0.002173,0.002261,0.002160,0.001939,0.002261
56,0.008361,0.007502,0.008469,0.007378,0.007856,0.007142,0.007324,0.006856,0.006666,0.006116,0.005746,0.005962,0.006336,0.006221,0.005586,0.005662,0.005262,0.005368,0.005839,0.005424,0.005281,0.004815,0.005025,0.004317,0.005465,0.005114,0.004378,0.004843,0.004267,0.004254,0.004553,0.004715,0.004042,0.003809,0.004209,0.004094,0.003907,0.003998,0.003873,0.003797,0.003094,0.003809,0.003118,0.003147,0.003496,0.003554,0.003219,0.003320,0.003201,0.003289,0.003495,0.003319,0.002822,0.003067,0.002722,0.002549,0.002974,0.003354,0.002982,0.002736,0.002871,0.002647,0.002995,0.002629,0.002905,0.002245,0.002482,0.002538,0.002242
57,0.009692,0.008852,0.009699,0.008261,0.008738,0.007342,0.007440,0.007558,0.006368,0.007307,0.006297,0.005889,0.006999,0.006715,0.007095,0.007004,0.005722,0.006389,0.006794,0.005497,0.005796,0.004945,0.005426,0.006307,0.004942,0.005768,0.005160,0.004524,0.004495,0.004516,0.004500,0.003762,0.004009,0.004774,0.003755,0.004186,0.004555,0.004390,0.003813,0.003901,0.003480,0.004239,0.003742,0.003841,0.003780,0.004042,0.003484,0.003599,0.003533,0.003581,0.003940,0.003519,0.003359,0.003624,0.003187,0.002961,0.003251,0.003159,0.002480,0.002988,0.003074,0.002327,0.002791,0.002454,0.002705,0.002682,0.002355,0.002292,0.002225
58,0.008723,0.009661,0.009213,0.008630,0.008866,0.008609,0.008550,0.008370,0.008169,0.006918,0.006933,0.007957,0.007243,0.007473,0.007245,0.006742,0.006571,0.006259,0.007218,0.006918,0.006183,0.006294,0.006008,0.006211,0.005643,0.005486,0.005055,0.005782,0.005505,0.005293,0.005076,0.005243,0.004659,0.004173,0.004949,0.004282,0.004410,0.004081,0.004159,0.004685,0.004475,0.003803,0.004092,0.004413,0.003711,0.003974,0.003378,0.003910,0.003786,0.003584,0.004190,0.003578,0.003914,0.003695,0.003437,0.003288,0.003268,0.003753,0.003321,0.003078,0.003122,0.003003,0.003253,0.003209,0.002689,0.002530,0.002974,0.002521,0.002726
59,0.011412,0.010876,0.010336,0.009327,0.010146,0.010173,0.010075,0.009273,0.008601,0.008413,0.009010,0.008161,0.008612,0.008359,0.008110,0.006917,0.007521,0.006694,0.007232,0.006831,0.006614,0.006909,0.005978,0.007172,0.005683,0.005683,0.006147,0.005362,0.005653,0.005964,0.006154,0.005444,0.005939,0.004941,0.004810,0.004602,0.004901,0.004638,0.004520,0.004925,0.004403,0.004446,0.004583,0.004320,0.004721,0.003634,0.004415,0.004974,0.004306,0.003634,0.004247,0.004473,0.003911,0.003981,0.003654,0.003457,0.003789,0.003414,0.003434,0.003632,0.003756,0.003412,0.003223,0.003387,0.003181,0.003421,0.002783,0.003029,0.003114
60,0.011748,0.012592,0.011259,0.011098,0.010988,0.011142,0.010994,0.010003,0.009001,0.009082,0.009559,0.008677,0.009076,0.008612,0.008388,0.008228,0.008631,0.007879,0.007780,0.008709,0.008032,0.008818,0.007793,0.006629,0.006597,0.006153,0.005833,0.006057,0.006922,0.006692,0.005867,0.006502,0.005935,0.005904,0.005567,0.006233,0.005584,0.004378,0.005280,0.005048,0.004832,0.004687,0.004595,0.004516,0.005138,0.004980,0.004899,0.004490,0.004299,0.004365,0.004813,0.004101,0.004219,0.004732,0.004163,0.004085,0.003945,0.004023,0.003768,0.003703,0.003588,0.003479,0.003653,0.003750,0.003098,0.003332,0.003288,0.003284,0.003358
61,0.011764,0.012887,0.012610,0.011913,0.013343,0.011732,0.011177,0.012446,0.010665,0.010197,0.010446,0.009491,0.009514,0.010452,0.009756,0.011046,0.008331,0.009967,0.007703,0.009711,0.007744,0.008037,0.008008,0.008087,0.007891,0.006658,0.007256,0.006568,0.007013,0.006165,0.007372,0.006539,0.005705,0.005893,0.006007,0.006208,0.005821,0.005890,0.006119,0.005277,0.005321,0.005172,0.004836,0.005303,0.005717,0.005241,0.004786,0.004369,0.004447,0.005011,0.004668,0.004467,0.004805,0.004796,0.004140,0.004925,0.003640,0.004651,0.004680,0.004042,0.004088,0.003824,0.004121,0.004153,0.003436,0.004045,0.003846,0.003156,0.003405
62,0.014063,0.015178,0.012270,0.011920,0.012400,0.013007,0.013069,0.012837,0.012204,0.011705,0.011952,0.011042,0.010213,0.011585,0.010116,0.010316,0.010142,0.010109,0.009994,0.010115,0.008738,0.009032,0.008420,0.008599,0.008124,0.007453,0.007541,0.007392,0.007455,0.008229,0.007280,0.007994,0.006499,0.007275,0.007211,0.006031,0.006063,0.005305,0.005771,0.005632,0.006140,0.005670,0.006328,0.005411,0.005324,0.005912,0.005151,0.004801,0.005434,0.005084,0.005533,0.005490,0.005009,0.004691,0.005104,0.004507,0.005249,0.004659,0.004763,0.004706,0.004578,0.004545,0.004407,0.004620,0.004069,0.003954,0.004008,0.003316,0.004232
63,0.015419,0.015376,0.014392,0.015465,0.015143,0.015087,0.013794,0.012661,0.013429,0.013566,0.012257,0.012818,0.012232,0.011891,0.012111,0.012716,0.011362,0.011127,0.011112,0.009842,0.009646,0.009484,0.009882,0.008402,0.008250,0.008353,0.008112,0.008199,0.007672,0.008784,0.008276,0.008213,0.007790,0.007547,0.008131,0.006976,0.006556,0.006186,0.007224,0.006530,0.006942,0.006171,0.006435,0.006684,0.005896,0.006296,0.005675,0.005934,0.005670,0.005578,0.006227,0.005841,0.005571,0.005576,0.004458,0.005284,0.004859,0.004885,0.005260,0.004729,0.004849,0.005342,0.004079,0.004608,0.004582,0.004372,0.004301,0.004087,0.004294
64,0.015643,0.017825,0.017787,0.015782,0.015816,0.014663,0.016024,0.015736,0.013907,0.013202,0.014125,0.012537,0.014168,0.013143,0.012059,0.013139,0.012956,0.012180,0.012209,0.012178,0.011823,0.011251,0.010426,0.011377,0.010175,0.009925,0.009348,0.008872,0.009637,0.009040,0.009159,0.009503,0.008575,0.007684,0.008095,0.007731,0.007405,0.007876,0.006658,0.007302,0.006713,0.007062,0.007006,0.006898,0.006471,0.006937,0.007058,0.006176,0.005810,0.006014,0.006834,0.005444,0.006115,0.005839,0.005444,0.005457,0.005960,0.005261,0.006097,0.005493,0.005764,0.005084,0.005208,0.004646,0.004721,0.004220,0.004621,0.004235,0.004896
65,0.019460,0.021446,0.020560,0.017518,0.015538,0.017861,0.018612,0.019184,0.015030,0.015895,0.016386,0.013993,0.016240,0.014987,0.013775,0.015566,0.012697,0.013427,0.012993,0.012981,0.013101,0.012119,0.011405,0.011396,0.012108,0.009692,0.010832,0.009882,0.010482,0.009612,0.009376,0.009960,0.008730,0.008982,0.008931,0.008596,0.009354,0.008076,0.007752,0.007162,0.009038,0.007760,0.007087,0.007395,0.007773,0.006280,0.007185,0.007427,0.006006,0.006232,0.006729,0.006308,0.006335,0.006312,0.005895,0.006005,0.005981,0.006227,0.005486,0.005593,0.005756,0.005068,0.006127,0.005449,0.004903,0.005472,0.005151,0.005157,0.005306
66,0.020221,0.022439,0.020352,0.019438,0.020363,0.020172,0.019998,0.017756,0.018883,0.016530,0.017252,0.016653,0.017168,0.016640,0.014638,0.016324,0.016521,0.014939,0.014840,0.015628,0.013531,0.013717,0.011474,0.012827,0.011871,0.011992,0.011029,0.010716,0.012087,0.009950,0.011490,0.009830,0.009951,0.009875,0.009473,0.010796,0.008815,0.010408,0.009583,0.008572,0.008419,0.009117,0.009271,0.008592,0.008178,0.008759,0.007330,0.007733,0.007236,0.007106,0.007055,0.006972,0.006930,0.007024,0.006932,0.006838,0.006654,0.006080,0.006204,0.006427,0.006014,0.006349,0.006257,0.006424,0.005563,0.005921,0.005907,0.005972,0.005923
67,0.025083,0.023527,0.022370,0.022694,0.023955,0.022402,0.021127,0.020549,0.019392,0.017614,0.018855,0.017545,0.020334,0.018981,0.017901,0.019453,0.016974,0.016430,0.016464,0.018390,0.015801,0.014239,0.014700,0.015498,0.013264,0.014155,0.013246,0.011260,0.013062,0.011430,0.012678,0.011117,0.011222,0.011008,0.010134,0.011468,0.010170,0.011152,0.009847,0.009655,0.009287,0.009163,0.008735,0.010148,0.009986,0.007905,0.007966,0.008580,0.007925,0.008128,0.008171,0.007893,0.007448,0.008144,0.007673,0.007650,0.006449,0.006786,0.007235,0.007502,0.006789,0.007163,0.006242,0.006084,0.006848,0.007381,0.006649,0.006236,0.006060
68,0.026715,0.026351,0.023951,0.025953,0.023473,0.024652,0.024159,0.026827,0.020857,0.021317,0.021527,0.019175,0.019473,0.021727,0.021456,0.017678,0.019841,0.017695,0.018106,0.019538,0.017390,0.017093,0.016436,0.015765,0.014801,0.014797,0.015888,0.013443,0.012781,0.013900,0.012686,0.012037,0.011717,0.012517,0.012280,0.011378,0.012199,0.010996,0.010802,0.010328,0.011089,0.010426,0.010399,0.009683,0.009599,0.010033,0.009646,0.009278,0.008245,0.008793,0.009517,0.008895,0.008456,0.008517,0.007656,0.007066,0.007567,0.007568,0.007031,0.007628,0.007580,0.007110,0.007571,0.007492,0.007356,0.006703,0.007561,0.006489,0.006959
69,0.030172,0.031540,0.029887,0.028735,0.027185,0.027841,0.028091,0.025679,0.026262,0.024412,0.025012,0.023650,0.024454,0.023329,0.023788,0.023364,0.024459,0.022211,0.020978,0.019811,0.020597,0.019044,0.018967,0.016474,0.017484,0.015622,0.015482,0.016219,0.015080,0.014743,0.014804,0.014267,0.012776,0.013743,0.013277,0.012519,0.012322,0.013405,0.012779,0.012242,0.011985,0.012436,0.011711,0.011003,0.010947,0.010536,0.010246,0.010524,0.009898,0.010095,0.009541,0.009610,0.008670,0.008489,0.008510,0.008207,0.008699,0.008446,0.008798,0.008142,0.007542,0.008455,0.008592,0.008366,0.007575,0.007981,0.006945,0.008449,0.007468
70,0.033952,0.033248,0.031155,0.033320,0.031156,0.030620,0.030335,0.031211,0.028111,0.027117,0.027312,0.026624,0.028106,0.025256,0.025056,0.025835,0.024935,0.023833,0.022585,0.026221,0.021705,0.022213,0.020482,0.020841,0.019882,0.019808,0.019140,0.017422,0.017620,0.017072,0.015455,0.016033,0.015222,0.013781,0.014116,0.014846,0.013782,0.012218,0.014648,0.013480,0.012747,0.012649,0.012454,0.011666,0.013705,0.012615,0.011727,0.012351,0.010180,0.011287,0.010387,0.009585,0.009748,0.009880,0.010437,0.009311,0.009771,0.009858,0.008815,0.009046,0.008164,0.008963,0.008978,0.008239,0.008317,0.008562,0.008758,0.007469,0.008220
71,0.035920,0.036790,0.036371,0.034904,0.036414,0.033354,0.035998,0.033595,0.030301,0.029887,0.030722,0.028418,0.029559,0.031199,0.026767,0.028970,0.027801,0.027711,0.027898,0.026463,0.027490,0.024471,0.024088,0.022940,0.019710,0.019802,0.019878,0.019980,0.019490,0.017820,0.019245,0.016568,0.016555,0.018604,0.014638,0.015008,0.015082,0.016143,0.016416,0.014072,0.015472,0.014694,0.014166,0.013467,0.013610,0.012990,0.013639,0.012641,0.012049,0.012355,0.010955,0.011057,0.012398,0.011850,0.011102,0.011184,0.010591,0.009748,0.010256,0.009346,0.009803,0.009657,0.009859,0.009812,0.009135,0.009231,0.008643,0.008827,0.008558
72,0.042664,0.041570,0.040843,0.036466,0.038774,0.037541,0.036480,0.037962,0.035011,0.032802,0.031600,0.033255,0.035276,0.032055,0.034004,0.030524,0.031723,0.030147,0.031280,0.031441,0.028219,0.027289,0.026933,0.025077,0.025025,0.023682,0.021177,0.022813,0.020342,0.022196,0.021083,0.020043,0.019596,0.020480,0.017637,0.017154,0.018331,0.017036,0.017209,0.015375,0.016557,0.016087,0.016122,0.014946,0.014562,0.015309,0.014489,0.014516,0.013140,0.012634,0.013410,0.012321,0.013421,0.012477,0.012346,0.011332,0.011161,0.011176,0.010662,0.011527,0.011000,0.010267,0.009725,0.010748,0.010714,0.010225,0.010764,0.010366,0.009927
73,0.046052,0.048438,0.043473,0.046360,0.040237,0.043637,0.045411,0.044139,0.039159,0.037983,0.041504,0.034389,0.036040,0.039853,0.037157,0.034999,0.033478,0.032953,0.032819,0.035681,0.033835,0.033325,0.029032,0.032320,0.027416,0.024511,0.027959,0.023695,0.025469,0.024180,0.023985,0.022580,0.021734,0.020214,0.020626,0.021067,0.019716,0.018946,0.017984,0.018273,0.020005,0.018827,0.017226,0.018054,0.016729,0.017405,0.015578,0.015346,0.015510,0.014380,0.015183,0.014866,0.013322,0.014875,0.014075,0.012634,0.012482,0.012589,0.012733,0.012857,0.011706,0.011132,0.012475,0.011099,0.011719,0.011345,0.011929,0.010894,0.010945
74,0.049114,0.057296,0.051747,0.052321,0.047899,0.051226,0.047875,0.044635,0.043823,0.042850,0.042779,0.040577,0.040713,0.046006,0.038952,0.043165,0.038595,0.038745,0.040460,0.036427,0.035469,0.035178,0.033688,0.033518,0.032169,0.029195,0.028915,0.026505,0.027521,0.026610,0.028348,0.026074,0.024547,0.026771,0.023305,0.021801,0.022934,0.022707,0.021796,0.021113,0.020569,0.019707,0.020128,0.020630,0.016970,0.019168,0.019531,0.018859,0.016627,0.017804,0.016422,0.015265,0.015762,0.015850,0.014720,0.014115,0.014741,0.015477,0.013505,0.013723,0.013806,0.013589,0.013442,0.013407,0.012836,0.012184,0.012386,0.012732,0.012207
75,0.055730,0.060229,0.055566,0.056048,0.054024,0.055239,0.057062,0.054022,0.049139,0.046446,0.048881,0.047592,0.049940,0.047438,0.044973,0.045840,0.045203,0.039218,0.043021,0.042969,0.039422,0.041397,0.039529,0.037125,0.034754,0.035260,0.032805,0.032048,0.033054,0.030762,0.028641,0.029377,0.029497,0.027954,0.026815,0.025856,0.024351,0.022634,0.022454,0.022932,0.024335,0.021945,0.021787,0.022137,0.020994,0.021236,0.021056,0.020558,0.020442,0.017941,0.018875,0.017479,0.017869,0.017598,0.016695,0.016341,0.016060,0.016016,0.016364,0.016583,0.014921,0.014480,0.014114,0.014303,0.013918,0.015439,0.013375,0.014500,0.014290
76,0.064399,0.063902,0.062536,0.066475,0.062461,0.058299,0.060156,0.060257,0.054571,0.055145,0.052883,0.050923,0.052561,0.055984,0.049950,0.052727,0.049049,0.051033,0.049780,0.050839,0.045220,0.044914,0.045076,0.043118,0.037864,0.039196,0.037023,0.036999,0.035440,0.035124,0.032634,0.034159,0.032112,0.031763,0.030509,0.030487,0.028825,0.027089,0.025858,0.026103,0.028495,0.024817,0.025432,0.022131,0.023839,0.024533,0.022520,0.024943,0.021754,0.023092,0.020866,0.020912,0.019999,0.020924,0.018815,0.017805,0.017321,0.017490,0.018015,0.017512,0.016411,0.017332,0.015879,0.015151,0.014733,0.016896,0.015561,0.014958,0.015079
77,0.071496,0.076910,0.068578,0.068873,0.071598,0.071204,0.072672,0.068816,0.061533,0.061980,0.066979,0.059116,0.061110,0.064869,0.058149,0.059522,0.059275,0.051375,0.054297,0.055779,0.050367,0.051744,0.050920,0.049735,0.046453,0.041093,0.044104,0.040279,0.038298,0.040763,0.041812,0.038438,0.034933,0.036919,0.032611,0.032888,0.033413,0.032685,0.029725,0.027822,0.031247,0.029640,0.027048,0.028160,0.026987,0.029604,0.027074,0.024977,0.026349,0.024503,0.022990,0.022510,0.021803,0.022233,0.021626,0.021611,0.020917,0.020728,0.018978,0.020565,0.019238,0.018322,0.017305,0.017961,0.017876,0.019342,0.017418,0.016931,0.016765
78,0.079461,0.084448,0.081560,0.086043,0.078093,0.081455,0.077998,0.078484,0.072701,0.069036,0.073415,0.070648,0.069742,0.070071,0.068101,0.066855,0.066262,0.064597,0.058656,0.063480,0.061409,0.056934,0.056739,0.055104,0.050623,0.053023,0.047254,0.045168,0.044861,0.044267,0.045020,0.046230,0.042510,0.040802,0.036873,0.039967,0.035417,0.035467,0.035619,0.033138,0.034521,0.032961,0.032944,0.029636,0.030645,0.028779,0.029612,0.029410,0.030223,0.028856,0.028392,0.025925,0.025949,0.026870,0.024402,0.022632,0.025839,0.021500,0.022613,0.022565,0.020385,0.019904,0.021590,0.021692,0.021123,0.021031,0.020126,0.019401,0.019821
